time_s,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.00000000,-0.71492096,0.69057610,-0.48411484,0.16645596,0.66620857,0.24703983,-0.59028058,0.27902406,-0.77822409,0.22974929,-0.47601847,-0.84804618,0.40061730,-0.04664953
0.02000000,-0.71492067,0.69057614,-0.48411448,0.16645601,0.66620870,0.24703958,-0.59028030,0.27902406,-0.77822409,0.22974929,-0.47601847,-0.84804618,0.40061730,-0.04664953
0.04000000,-0.71491865,0.69057644,-0.48411203,0.16645637,0.66620958,0.24703780,-0.59027840,0.27902406,-0.77822409,0.22974929,-0.47601847,-0.84804618,0.40061730,-0.04664953
0.06000000,-0.71491321,0.69057723,-0.48410541,0.16645732,0.66621194,0.24703301,-0.59027329,0.27902407,-0.77822409,0.22974929,-0.47601847,-0.84804618,0.40061730,-0.04664953
0.08000000,-0.71490270,0.69057876,-0.48409263,0.16645916,0.66621650,0.24702375,-0.59026341,0.27902407,-0.77822410,0.22974929,-0.47601847,-0.84804618,0.40061730,-0.04664953
0.10000000,-0.71488550,0.69058126,-0.48407173,0.16646218,0.66622396,0.24700861,-0.59024724,0.27902407,-0.77822410,0.22974929,-0.47601847,-0.84804618,0.40061729,-0.04664953
0.12000000,-0.71486006,0.69058496,-0.48404079,0.16646663,0.66623500,0.24698621,-0.59022332,0.27902408,-0.77822411,0.22974930,-0.47601847,-0.84804617,0.40061729,-0.04664953
0.14000000,-0.71482483,0.69059008,-0.48399798,0.16647281,0.66625028,0.24695520,-0.59019022,0.27902409,-0.77822413,0.22974930,-0.47601848,-0.84804617,0.40061728,-0.04664953
0.16000000,-0.71477835,0.69059683,-0.48394146,0.16648095,0.66627045,0.24691427,-0.59014652,0.27902411,-0.77822414,0.22974930,-0.47601848,-0.84804617,0.40061727,-0.04664953
0.18000000,-0.71471915,0.69060544,-0.48386950,0.16649132,0.66629613,0.24686215,-0.59009087,0.27902412,-0.77822416,0.22974931,-0.47601848,-0.84804617,0.40061725,-0.04664953
0.20000000,-0.71464582,0.69061610,-0.48378036,0.16650417,0.66632795,0.24679760,-0.59002195,0.27902415,-0.77822419,0.22974932,-0.47601849,-0.84804617,0.40061724,-0.04664953
0.22000000,-0.71455701,0.69062901,-0.48367239,0.16651973,0.66636648,0.24671940,-0.58993847,0.27902417,-0.77822422,0.22974932,-0.47601850,-0.84804616,0.40061721,-0.04664953
0.24000000,-0.71445137,0.69064437,-0.48354398,0.16653824,0.66641231,0.24662640,-0.58983917,0.27902420,-0.77822426,0.22974933,-0.47601850,-0.84804616,0.40061719,-0.04664953
0.26000000,-0.71432762,0.69066236,-0.48339353,0.16655992,0.66646601,0.24651744,-0.58972284,0.27902424,-0.77822430,0.22974935,-0.47601851,-0.84804616,0.40061716,-0.04664953
0.28000000,-0.71418450,0.69068316,-0.48321955,0.16658500,0.66652810,0.24639143,-0.58958831,0.27902428,-0.77822435,0.22974936,-0.47601852,-0.84804615,0.40061712,-0.04664953
0.30000000,-0.71402079,0.69070696,-0.48302053,0.16661368,0.66659913,0.24624730,-0.58943443,0.27902433,-0.77822441,0.22974937,-0.47601853,-0.84804614,0.40061708,-0.04664952
0.32000000,-0.71383531,0.69073392,-0.48279506,0.16664618,0.66667960,0.24608401,-0.58926008,0.27902439,-0.77822447,0.22974939,-0.47601855,-0.84804614,0.40061704,-0.04664952
0.34000000,-0.71362693,0.69076421,-0.48254174,0.16668269,0.66677001,0.24590054,-0.58906421,0.27902445,-0.77822455,0.22974941,-0.47601856,-0.84804613,0.40061698,-0.04664952
0.36000000,-0.71339453,0.69079800,-0.48225923,0.16672341,0.66687084,0.24569593,-0.58884576,0.27902452,-0.77822463,0.22974943,-0.47601858,-0.84804612,0.40061693,-0.04664952
0.38000000,-0.71313705,0.69083542,-0.48194622,0.16676852,0.66698255,0.24546924,-0.58860373,0.27902460,-0.77822472,0.22974946,-0.47601860,-0.84804611,0.40061686,-0.04664952
0.40000000,-0.71285346,0.69087665,-0.48160147,0.16681821,0.66710560,0.24521956,-0.58833716,0.27902468,-0.77822482,0.22974948,-0.47601862,-0.84804610,0.40061679,-0.04664952
0.42000000,-0.71254275,0.69092182,-0.48122375,0.16687265,0.66724040,0.24494601,-0.58804510,0.27902478,-0.77822493,0.22974951,-0.47601864,-0.84804609,0.40061672,-0.04664951
0.44000000,-0.71220397,0.69097106,-0.48081191,0.16693201,0.66738739,0.24464774,-0.58772664,0.27902488,-0.77822505,0.22974954,-0.47601867,-0.84804608,0.40061663,-0.04664951
0.46000000,-0.71183618,0.69102453,-0.48036481,0.16699645,0.66754696,0.24432393,-0.58738093,0.27902499,-0.77822518,0.22974957,-0.47601870,-0.84804607,0.40061654,-0.04664951
0.48000000,-0.71143850,0.69108234,-0.47988136,0.16706613,0.66771950,0.24397380,-0.58700712,0.27902511,-0.77822532,0.22974961,-0.47601872,-0.84804605,0.40061644,-0.04664950
